artist,year,title,genre,faces,black_1,black_2,black_3,white_1,white_2,white_3,red_1,red_2,red_3,lime_1,lime_2,lime_3,blue_1,blue_2,blue_3,yellow_1,yellow_2,yellow_3,cyan_1,cyan_2,cyan_3,magenta_1,magenta_2,magenta_3,silver_1,silver_2,silver_3,gray_1,gray_2,gray_3,maroon_1,maroon_2,maroon_3,olive_1,olive_2,olive_3,green_1,green_2,green_3,purple_1,purple_2,purple_3,teal_1,teal_2,teal_3,navy_1,navy_2,navy_3
Grimes,1980,Gorey By Grimes,Non-Music,2,0.5537,0.1074,0,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189,0.0213,0,0.1224,0.0229,0.0261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243,0,0
Richie Furay,1978,Dance A Little Light,Rock,1,0.0939,0,0,0.1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1507,0,0,0.0251,0.063,0,0.0033,0.0048,0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0.0336,0.0232,0
Veil,2008,The Common Man's Collapse,Rock,0,0.0305,0.4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388,0.0449,0.0091,0,0,0,0.0402,0.0067,0,0,0,0,0,0,0,0.0304,0,0,0,0,0
Anna Ternheim,2009,Leaving On A Mayday,Rock,0,0.0506,0.1195,0,0.2896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1679,0.0536,0.0489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Riddance,2019,Thoughts And Prayers,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595,0.0465,0.0244,0.1541,0.2551,0.0684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shenandoah,1994,Once In A Red Moon,"Folk, World, & Country",0,0.3303,0,0,0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1124,0.0489,0.0456,0,0,0,0,0,0,0,0,0,0.0588,0,0,0,0,0,0.0478,0,0
Today,1997,Can't Close My Eyes,Rock,0,0.0889,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883,0.0218,0,0.1282,0.1181,0,0,0,0,0.1403,0.0611,0.1451,0,0,0,0,0,0,0,0,0,0,0,0
Chet Atkins,1961,Chet Atkins And His Guitar,Rock,0,0.1228,0.0586,0,0.0955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696,0.0547,0.0515,0.1004,0.0388,0,0,0,0,0.0748,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creedence Clearwater Revival,1987,Pendulum,Rock,2,0.5531,0.0538,0.0509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401,0,0,0.0119,0,0,0.0334,0.0313,0.016,0.0192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loggins & Messina,1980,Full Sail,Rock,2,0.0203,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392,0,0,0.3021,0.0893,0.0844,0.1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Nichols,2002,Man With A Memory,Pop,1,0.2194,0.3174,0.0797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262,0,0,0.101,0.037,0,0.0257,0,0,0.0386,0.0176,0,0,0,0,0,0,0,0,0,0,0,0,0
B.o.B,2002,Modulate.,Electronic,0,0.4362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034,0.0012,0,0.0249,0.0222,0.0331,0,0,0,0.0464,0.0147,0.0848,0,0,0,0,0,0,0,0,0,0,0,0
Changing Faces,1997,"All Day, All Night",Hip Hop,1,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.0714,0.0667,0.1984,0.0367,0.0477,0.035,0.0349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel,2015,Wildheart,Hip Hop,1,0.2415,0.1942,0.0236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773,0.0366,0.021,0.0533,0.0429,0,0.0808,0,0,0,0,0,0,0,0,0.0257,0,0,0,0,0
Diamond Rio,1996,IV (Four),"Folk, World, & Country",0,0.1509,0.0658,0.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1594,0.0179,0,0.0041,0.0184,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072,0.0086,0
Die Antwoord,2010,$O$,Electronic,1,0.0928,0,0,0.0178,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1955,0.0776,0.035,0.0759,0.1224,0.1563
Carolina Liar,2008,Coming To Terms,Rock,0,0.0289,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2495,0.1655,0,0.2018,0.1907,0.1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lil Boosie,2007,Survival Of The Fittest,Hip Hop,0,0.1965,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081,0.0292,0.012,0.0488,0.0286,0.0364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buddy Miller,2012,Buddy And Jim,"Folk, World, & Country",0,0.193,0,0,0.0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273,0,0,0.1825,0.0959,0.0519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snoop Dogg,2004,Welcome To Tha Chuuch Vol. 4 (Sunday School),Hip Hop,0,0.4272,0.0595,0.112,0.1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229,0.0077,0,0.0298,0.0226,0.0205,0.0639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amanda Perez,2003,Angel,Hip Hop,1,0.0959,0.1309,0,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0.006,0,0,0.1405,0.1146,0.084,0.0042,0,0,0,0,0,0,0,0,0,0,0,0.0422,0,0
Dan Fogelberg,1977,Nether Lands,Rock,0,0,0,0,0.0173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177,0.016,0,0.2316,0.3541,0.1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BANKS,,The Incredible Lady Of Pleasure Sadie Banks Sings,Non-Music,1,0,0,0,0.4314,0.1505,0.0131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037,0,0,0.0501,0.0294,0.0053,0.0292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pearl Jam,2001,"Jones Beach, New York",Rock,0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574,0.8905,0,0.0086,0.0024,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmanuel,2015,Wizards,Electronic,0,0,0,0,0.0534,0,0,0.0689,0.032,0.0216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145,0.0082,0,0,0,0,0.1071,0.0208,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clay Walker,2007,Fall,"Folk, World, & Country",1,0.382,0.1223,0,0.0467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731,0,0,0.0488,0.0469,0.0174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387,0,0
The Beautiful South,1996,Blue Is The Colour,Electronic,1,0.1295,0.0271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1373,0.0596,0.0351,0.002,0,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,0.1796,0,0
Annie Lennox,,Medusa,Electronic,1,0.177,0.0325,0,0.3625,0,0,0.0091,0.0102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1595,0,0,0.0658,0.0804,0,0.0069,0.0047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.W.D.Y.,1999,Derty Werk,Hip Hop,3,0.5387,0.038,0.0573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246,0,0,0.0279,0.0346,0.0258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469,0,0
Tammy Wynette,1976,You And Me,"Folk, World, & Country",1,0.1436,0.0333,0,0.0719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695,0.0655,0,0.0858,0.0378,0,0.0874,0.0234,0,0.1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanni El Khatib,2013,Head In The Dirt,Rock,0,0,0,0,0.2354,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.0021,0,0.0086,0,0,0.0053,0,0,0,0,0,0,0,0,0,0,0,0.0313,0.013,0.0068,0,0,0
G. Love & Special Sauce,1999,Philadelphonic,Rock,1,0.3017,0.0344,0,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551,0.0385,0.0317,0,0,0,0.0043,0.0057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406,0,0
Meg & Dia,2019,happysad,Pop,2,0.0478,0.0296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4884,0.0802,0.1019,0.0129,0.0116,0,0.0154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meat Loaf,,Bat Out Of Hell,Rock,0,0,0,0,0.0656,0.0204,0,0.0188,0.0157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195,0,0,0.1386,0.026,0.0268,0,0,0,0.0119,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0
Snow Patrol,2012,Fallen Empires,Rock,0,0.0396,0.0112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5359,0.0022,0,0.0151,0.0261,0,0.0301,0.0061,0,0.0213,0.0108,0,0,0,0,0,0,0,0,0,0,0,0,0
Lester Flatt,1972,On The South Bound,"Folk, World, & Country",2,0.21,0.059,0.0308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,0.0109,0.011,0,0.0666,0.0184,0,0.025,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0
Meat Loaf,2003,Couldn't Have Said It Better,Rock,1,0.0041,0,0,0,0,0,0.438,0.1342,0.0336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0.0112,0,0.0136,0.0095,0.0095,0,0,0,0,0,0,0,0,0,0,0,0
Mad Professor,2003,Dub You Crazy With Love,Reggae,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792,0.0098,0.0099,0.0397,0.0183,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modest Mouse,2017,The Moon & Antarctica,Rock,0,0.0626,0.0618,0.0409,0.0594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666,0,0,0.0576,0.06,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheila E.,2014,Icon,Rock,1,0.0866,0.0066,0.0101,0.203,0.1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135,0,0,0,0,0,0.01,0.0036,0,0.0089,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0
Butthole Surfers,1986,Rembrandt Pussyhorse,Rock,0,0.1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291,0.1581,0.0064,0.0188,0.0308,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0.2697,0.0582,0.0266,0,0,0
Art Blakey,1968,Ugetsu,Jazz,0,0.0111,0,0,0.3293,0,0,0.0269,0.0235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022,0,0,0.0111,0.002,0,0,0,0,0.0098,0.0084,0.0038,0,0,0,0,0,0,0,0,0,0,0,0
Freddy Fender,1979,Tex-Mex,"Folk, World, & Country",0,0.1388,0.0289,0.0296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2613,0,0,0.0731,0.0472,0.0809,0.0386,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee Hazlewood,2006,Cake Or Death,Rock,0,0.0327,0.0257,0.0424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2448,0.4273,0,0.0241,0.038,0.1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barney Kessel,,Summertime In Montreux,Jazz,1,0.5309,0.0901,0.0796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115,0,0,0.0491,0.0577,0.0171,0.0022,0,0,0.0729,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0
Lalo Schifrin,2002,The Cincinnati Kid (Original Motion Picture Score),Pop,4,0.0373,0.0359,0.0123,0.0268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187,0.0984,0.094,0.0364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highway 101,1991,Bing Bang Boom,"Folk, World, & Country",4,0.1227,0,0,0.0676,0,0,0.0664,0,0,0,0,0,0,0,0,0.0378,0,0,0,0,0,0,0,0,0,0,0,0.0041,0.0022,0,0,0,0,0.0227,0.0018,0,0,0,0,0,0,0,0.0725,0.0656,0,0,0,0
Vicentico,,"""Mas Exitos De Vicentico Valdes""",Latin,1,0.1167,0.0786,0,0.0575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452,0.0311,0.0315,0.0504,0.0417,0.0378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Moody,,Moody With Strings,Jazz,0,0.3385,0.1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1006,0.1261,0.0326,0.053,0,0,0.0768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blow,1984,Ego Trip,Hip Hop,0,0.0206,0.0088,0.0059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106,0,0,0.6035,0.064,0.1702,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sammy Kershaw,2006,Honky Tonk Boots,"Folk, World, & Country",1,0.0627,0,0,0.1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921,0,0,0.109,0.115,0.1075,0.0479,0.0205,0.0186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rick Springfield,1972,Beginnings,Rock,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712,0.0151,0,0.0737,0.0704,0.0481,0.0835,0.0161,0,0.2933,0.0474,0,0,0,0,0,0,0,0,0,0,0,0,0
Glen Campbell,1995,Jesus And Me,"Folk, World, & Country",1,0.1258,0.0613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2001,0,0,0.0961,0.0997,0.061,0.0405,0.0244,0,0.0282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoodie Allen,2016,Happy Camper,Hip Hop,0,0.0091,0.9082,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031,0,0,0.0048,0.0044,0,0,0,0,0.0171,0.0054,0.0037,0,0,0,0,0,0,0,0,0,0,0,0
Mariah Carey,1995,Daydream,Funk / Soul,1,0.5387,0.016,0.0148,0.1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816,0,0,0.072,0.0357,0.0399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lacuna Coil,2019,Black Anima,Rock,0,0.1524,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0098,0,0,0.2061,0.086,0.0282,0.1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Verve,2017,Parachute,Rock,0,0.3555,0.3435,0.0317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.0086,0,0.0105,0.0119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521,0,0
Chet Baker,,Polka Dots And Moonbeams,Jazz,0,0.0568,0.0465,0.4484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072,0,0,0,0,0,0.0483,0,0,0.0508,0.0209,0.0306,0,0,0,0,0,0,0,0,0,0,0,0
The Wallflowers,2012,Glad All Over,Rock,0,0.1236,0.0543,0,0.5498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,0,0,0.0541,0.0644,0.0687,0.0005,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magazine,1987,Costa Del Sol,Electronic,2,0.1657,0.0209,0,0.0708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3297,0.0283,0,0.0982,0.0504,0.0201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynn Anderson,1971,How Can I Unlove You,"Folk, World, & Country",1,0.0644,0.0391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0.062,0.0405,0.0216,0.0237,0,0,0.1065,0.1239,0,0,0,0,0,0,0,0,0,0,0,0,0
Boondox,1998,The Game Of Life,Hip Hop,5,0.0724,0,0,0.0404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407,0.0458,0,0.0526,0.0468,0.0492,0.0454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grimes,1973,Profoundly Blue,Jazz,0,0.027,0,0,0.0968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067,0,0,0.0697,0.0334,0.0227,0.0286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene Vincent,2005,Gene Vincent And The Blue Caps,Rock,2,0.1364,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0.1165,0.0604,0.0848,0.0388,0.0026,0,0.0353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.0039,0
Money Mark,2007,Brand New By Tomorrow,Electronic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466,0.0313,0.0388,0,0,0,0.0595,0.0359,0,0,0,0,0,0,0,0,0,0,0,0,0
Cults,2011,Cults,Rock,0,0.0745,0.012,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318,0.2043,0.0102,0.0305,0.011,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Judds,1989,River Of Time,"Folk, World, & Country",0,0.1166,0,0,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359,0,0,0.0522,0.0054,0.0506,0,0,0,0.1275,0.0103,0,0,0,0,0,0,0,0,0,0,0,0,0
Sia,2017,Some People Have Real Problems,Pop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1123,0.039,0.0007,0.0781,0.151,0.0505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Flock of Seagulls,1982,A Flock Of Seagulls,Rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732,0.023,0.0413,0.0558,0.047,0.0737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dave Brubeck,1972,Truth Is Fallen,Jazz,0,0.0676,0.089,0.0523,0.2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437,0.027,0.0354,0.1246,0.0901,0.0192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmanuel,2004,Endless Road,Rock,1,0.1554,0.1255,0.0331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1092,0.1103,0,0.0382,0,0,0,0,0,0.0519,0,0,0,0,0,0,0,0,0.0511,0.0125,0,0.0133,0,0
Ed Bruce,1984,Homecoming,"Folk, World, & Country",1,0.3714,0.1665,0.0172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156,0.0175,0,0.0172,0.0075,0.0089,0.0532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luna,1997,Pup Tent,Rock,0,0.053,0,0,0.0124,0,0,0.0929,0.112,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0.0017,0,0,0.0425,0,0,0.0143,0.0141,0,0,0,0,0,0,0,0,0,0,0,0,0
Earl Hines,2000,Paris One Night Stand,Jazz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131,0.0087,0.0409,0.0087,0.0343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309,0,0,0,0,0
Brian Wilson,2004,Gettin' In Over My Head,Jazz,3,0.0275,0.0476,0,0,0,0,0.0049,0,0,0,0,0,0,0,0,0.06,0.0717,0.013,0,0,0,0,0,0,0.0026,0,0,0.1077,0.0573,0,0,0,0,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Francis,1973,"Marie-Claire Alain, Robert Veyron-Lacroix, National Orchestra Of The O.R.T.F.*, Jean Martinon",Classical,0,0.0149,0.0025,0,0.8374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0882,0,0,0.0356,0.0154,0.0059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerry Clower,1977,On The Road,Non-Music,1,0.0917,0.0342,0.0234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2439,0.2834,0,0.0233,0.0212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459,0.0266,0.0005
Arcade Fire,,Funeral,Rock,0,0,0,0,0.0298,0.0227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573,0.0201,0,0.0867,0.0266,0.0307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonora Matancera,1978,Nuevos Exitos Con La Sonora Matancera,Latin,0,0.0136,0.0172,0,0,0,0,0.0066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2274,0.0112,0,0.0606,0.0125,0.0327,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B.J. Thomas,1970,Raindrops Keep Fallin' On My Head,Rock,1,0.0128,0.0083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3272,0.0361,0.0543,0.0508,0.0244,0.1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Cocker,1978,Luxury You Can Afford,Rock,1,0.1663,0.0292,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6411,0.0245,0,0.0687,0.015,0.0039,0.0037,0,0,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duke Ellington,,Music Of Duke Ellington And Others,Jazz,0,0.2451,0.0254,0.1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437,0.0331,0.046,0.1007,0.0236,0
Brooke Hogan,2003,This Voice,Pop,1,0.0001,0,0,0.8159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0.0161,0,0.0043,0.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fat Joe,2006,"Me, Myself & I",Hip Hop,1,0.5063,0.1456,0.0313,0,0,0,0,0,0,0,0,0,0,0,0,0.0181,0.0081,0,0,0,0,0,0,0,0.0089,0,0,0.0617,0.0546,0.0532,0,0,0,0.0226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Ball,1996,Starlite Lounge,"Folk, World, & Country",0,0.0967,0.0217,0.0154,0.0621,0.0233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311,0,0,0,0,0,0.0921,0.0729,0,0.0844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenn Frey,2016,CHICAGO '93,"Folk, World, & Country",0,0.2951,0,0,0.0919,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143,0.0263,0,0.0833,0.0109,0.0232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YelaWolf,2011,Radioactive,Hip Hop,0,0.0011,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,0,0.0029,0,0,0.0342,0.0295,0,0.0323,0.0381,0,0.0004,0.0014,0,0,0,0,0,0,0,0,0,0
Aretha Franklin,1980,Aretha,Funk / Soul,1,0.1394,0.0442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1043,0,0,0.0894,0.0666,0.061,0.0544,0.0371,0,0.0564,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Rudess,1996,Secrets Of The Muse,Electronic,0,0.5067,0.0284,0.0256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513,0,0,0,0,0
Cher,2018,Believe,Electronic,1,0.3889,0.224,0.0336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092,0,0,0.0433,0.0348,0.0202,0,0,0,0.0475,0,0,0,0,0,0,0,0,0.0568,0,0,0,0,0
Nancy Wilson,2005,Elizabethtown,"Folk, World, & Country",0,0.1054,0.0767,0.0159,0.0736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1196,0.159,0.0772,0.1023,0.0113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G-Eazy,2018,The Beautiful & Damned,Hip Hop,1,0.7779,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487,0.0159,0.0215,0.0126,0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
